101	Charles Edouard Guillaume	Charles Edouard Guillaume	1861	1938	http://nobelprize.org/physics/laureates/1920/guillaume.jpg	http://nobelprize.org/physics/laureates/1920/guillaume-bio.html		http://nobelprize.org/physics/laureates/1920/guillaume-lecture.html
102	Frederick Soddy	Frederick Soddy	1877	1956	http://nobelprize.org/chemistry/laureates/1921/soddy.jpg	http://nobelprize.org/chemistry/laureates/1921/soddy-bio.html		http://nobelprize.org/chemistry/laureates/1921/ soddy-lecture.html
103	Anatole France	Anatole France (pen-name of Jacques Anatole Thibault)	1844	1924	http://nobelprize.org/literature/laureates/1921/france.jpg	http://nobelprize.org/literature/laureates/1921/france-bio.html		
104	Hjalmar Branting	Karl Hjalmar Branting	1860	1925	http://nobelprize.org/peace/laureates/1921/branting.jpg	http://nobelprize.org/peace/laureates/1921/branting-bio.html		http://nobelprize.org/peace/laureates/1921/branting-lecture.html
105	Christian Lange	Christian Lous Lange	1869	1938	http://nobelprize.org/peace/laureates/1921/lange.jpg	http://nobelprize.org/peace/laureates/1921/lange-bio.html		http://nobelprize.org/peace/laureates/1921/lange-lecture.html
106	Albert Einstein	Albert Einstein	1879	1955	http://nobelprize.org/physics/laureates/1921/einstein.jpg	http://nobelprize.org/physics/laureates/1921/einstein-bio.html		http://nobelprize.org/physics/laureates/1921/einstein-lecture.html
107	Francis W. Aston	Francis William Aston	1877	1945	http://nobelprize.org/chemistry/laureates/1922/aston.jpg	http://nobelprize.org/chemistry/laureates/1922/aston-bio.html		http://nobelprize.org/chemistry/laureates/1922/aston-lecture.html
108	Jacinto Benavente	Jacinto Benavente	1866	1954	http://nobelprize.org/literature/laureates/1922/benavente.jpg	http://nobelprize.org/literature/laureates/1922/benavente-bio.html		
109	Archibald V. Hill	Archibald Vivian Hill	1886	1977	http://nobelprize.org/medicine/laureates/1922/hill.jpg	http://nobelprize.org/medicine/laureates/1922/hill-bio.html		http://nobelprize.org/medicine/laureates/1922/hill-lecture.html
110	Otto Meyerhof	Otto Fritz Meyerhof	1884	1951	http://nobelprize.org/medicine/laureates/1922/meyerhof.jpg	http://nobelprize.org/medicine/laureates/1922/meyerhof-bio.html		http://nobelprize.org/medicine/laureates/1922/meyerhof-lecture.html
111	Fridtjof Nansen	Fridtjof Nansen	1861	1930	http://nobelprize.org/peace/laureates/1922/nansen.jpg	http://nobelprize.org/peace/laureates/1922/nansen-bio.html		http://nobelprize.org/peace/laureates/1922/nansen-lecture.html
112	Niels Bohr	Niels Henrik David Bohr	1885	1962	http://nobelprize.org/physics/laureates/1922/bohr.jpg	http://nobelprize.org/physics/laureates/1922/bohr-bio.html		http://nobelprize.org/physics/laureates/1922/bohr-lecture.html
113	Fritz Pregl	Fritz Pregl	1869	1930	http://nobelprize.org/chemistry/laureates/1923/pregl.jpg	http://nobelprize.org/chemistry/laureates/1923/pregl-bio.html		http://nobelprize.org/chemistry/laureates/1923/pregl-lecture.html
114	William Butler Yeats	William Butler Yeats	1865	1939	http://nobelprize.org/literature/laureates/1923/yeats.jpg	http://nobelprize.org/literature/laureates/1923/yeats-bio.html		http://nobelprize.org/literature/laureates/1923/yeats-lecture.html
115	Frederick G. Banting	Frederick Grant Banting	1891	1941	http://nobelprize.org/medicine/laureates/1923/banting.jpg	http://nobelprize.org/medicine/laureates/1923/banting-bio.html		http://nobelprize.org/medicine/laureates/1923/banting-lecture.html
116	John Macleod	John James Richard Macleod	1876	1935	http://nobelprize.org/medicine/laureates/1923/macleod.jpg	http://nobelprize.org/medicine/laureates/1923/macleod-bio.html		http://nobelprize.org/medicine/laureates/1923/macleod-lecture.html
117	Robert A. Millikan	Robert Andrews Millikan	1868	1953	http://nobelprize.org/physics/laureates/1923/millikan.jpg	http://nobelprize.org/physics/laureates/1923/millikan-bio.html		http://nobelprize.org/physics/laureates/1923/millikan-lecture.html
118	Wladyslaw Reymont	Wladyslaw Stanislaw Reymont (pen-name of Rejment)	1867	1925	http://nobelprize.org/literature/laureates/1924/reymont.jpg	http://nobelprize.org/literature/laureates/1924/reymont-autobio.html		
119	Willem Einthoven	Willem Einthoven	1860	1927	http://nobelprize.org/medicine/laureates/1924/einthoven.jpg	http://nobelprize.org/medicine/laureates/1924/einthoven-bio.html		http://nobelprize.org/medicine/laureates/1924/einthoven-lecture.html
120	Manne Siegbahn	Karl Manne Georg Siegbahn	1886	1978	http://nobelprize.org/physics/laureates/1924/siegbahn.jpg	http://nobelprize.org/physics/laureates/1924/siegbahn-bio.html		http://nobelprize.org/physics/laureates/1924/siegbahn-lecture.html
121	Richard Zsigmondy	Richard Adolf Zsigmondy	1865	1929	http://nobelprize.org/chemistry/laureates/1925/zsigmondy.jpg	http://nobelprize.org/chemistry/laureates/1925/zsigmondy-bio.html		http://nobelprize.org/chemistry/laureates/1925/zsigmondy-lecture.html
122	George Bernard Shaw	George Bernard Shaw	1856	1950	http://nobelprize.org/literature/laureates/1925/shaw.jpg	http://nobelprize.org/literature/laureates/1925/shaw-bio.html		
123	Sir Austen Chamberlain	Sir Austen Chamberlain	1863	1937	http://nobelprize.org/peace/laureates/1925/chamberlain.jpg	http://nobelprize.org/peace/laureates/1925/chamberlain-bio.html		
124	Charles G. Dawes	Charles Gates Dawes	1865	1951	http://nobelprize.org/peace/laureates/1925/dawes.jpg	http://nobelprize.org/peace/laureates/1925/dawes-bio.html		
125	James Franck	James Franck	1882	1964	http://nobelprize.org/physics/laureates/1925/franck.jpg	http://nobelprize.org/physics/laureates/1925/franck-bio.html		http://nobelprize.org/physics/laureates/1925/franck-lecture.html
126	Gustav Hertz	Gustav Ludwig Hertz	1887	1975	http://nobelprize.org/physics/laureates/1925/hertz.jpg	http://nobelprize.org/physics/laureates/1925/hertz-bio.html		http://nobelprize.org/physics/laureates/1925/hertz-lecture.html
