EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
116473788,GB / Ascot 22nd Nov,2m1f Hcap Chs,22-11-2014 15:15,6147174,Ulck Du Lin,0,7,6.50079924402712873692192375135240742823,6.24284206220576167201681138772080757955,7.4,5,900,3.3,11225.48,135955.5,26339.02
116473790,GB / Ascot 22nd Nov,2m NHF,22-11-2014 15:50,8977680,Georgieshore,0,40,46.1486265095708898625090494845580007763,31.8524732885056559580369673960463579437,90,30,1000,26,58,7030.98,3207.96
116475527,GB / Hunt 22nd Nov,3m2f Hcap Hrd,22-11-2014 14:50,6968719,Agesilas,0,20,16.7162407130180647858532482350403658839,24.1133456479682585351459300970838202437,26,19.5,1000,17,10.04,9665.2,2349.02
116475527,GB / Hunt 22nd Nov,3m2f Hcap Hrd,22-11-2014 14:50,8006516,Amberjam,1,4.9,4.49240980141417826263914853923720587374,5.08836377324131105339075295827663851273,5.4,4.2,14,1.01,1224.36,87861.68,158535.78
116475517,GB / Hunt 22nd Nov,2m4f Nov Hrd,22-11-2014 12:00,8397427,Polly Wiggle,0,135.0031306908844,140.779523911098984846754632007203372295,94.7085498768717494079126259801514667725,230,70,1000,90,57.4,3973.42,450.32
116475519,GB / Hunt 22nd Nov,2m Nov Hcap Hrd,22-11-2014 12:35,7281445,Make Me A Fortune,0,2.5909984627217675,2.73007670731675321684463409665122411004,4.90282450977996665242204484415886809217,5.3,2.48,1000,1.53,1067.42,244591.64,88727.58
116475525,GB / Hunt 22nd Nov,3m6f Hcap Chs,22-11-2014 14:15,5498650,De La Bech,0,3.4,3.48604436159440611079293228361332407908,4.3229151229298683279720055469219085288,4.6,3.35,1000,2.16,1872.3,164858.4,86351.32
116475529,GB / Hunt 22nd Nov,1m6f NHF,22-11-2014 15:25,8421838,Remedio,0,230,233.352233028722817344336151377105702212,80.1381845700459631456054398112107308258,330,85,700,75,10,1111.98,564.46
116475529,GB / Hunt 22nd Nov,1m6f NHF,22-11-2014 15:25,8993384,Joe Farrell,1,3.52110368188967,2.95901564318064358722199630758478980995,3.02644678471214901646594096111067191536,3.55,2.48,5.2,1.01,3558.68,169801.14,95400.1
116475529,GB / Hunt 22nd Nov,1m6f NHF,22-11-2014 15:25,9016300,Ballochmyle,0,4.963490695659784,4.43827590561945819051914859554513841834,7.63584340744784503335417769603056470625,7,4.1,1000,4,41.7,79972.82,14124.62
116489909,GB / Daily Win Dist Odds,Haydock,22-11-2014 12:10,2384320,32 - 44 lengths inclusive,0,,3,1,1,1001,1,1001,0,28.3,0
116436315,GB / Hayd 22nd Nov,3m5f Hcap Chs,22-11-2014 12:45,6053793,Loughalder,0,25.196082359622444,24.1455891578614900788732384798546830169,23.4543634110774086158639311573266680069,32,21.85,1000,22,395.86,10716.86,2936.86
116436317,GB / Hayd 22nd Nov,2m4f Hcap Hrd,22-11-2014 13:15,7772383,On Tour,1,9.221619589,8.66110129140975239180462731884076431019,6.80045611031016922822076166848591538551,10.5,5.83,11.5,1.01,4327.26,50864.36,117094.92
116436317,GB / Hayd 22nd Nov,2m4f Hcap Hrd,22-11-2014 13:15,7860559,Emral Silk,0,22.712632347,16.7125784545439500125920894394706519626,19.8395027723039534078040839201053069705,28,14.5,1000,4.4,1145.02,18809.82,6023.96
116436317,GB / Hayd 22nd Nov,2m4f Hcap Hrd,22-11-2014 13:15,5703104,Lyvius,0,24.024825987613152,16.3875771943980588256146328511521928265,15.3233717693806111631942007249025580366,26,13.61,1000,5.6,1148.02,27127.94,6547.4
116436325,GB / Hayd 22nd Nov,3m1f Hcap Chs,22-11-2014 15:35,3828001,Midnight Appeal,0,7.866917529370304,7.10184134280425848762769143266261827321,6.90759467036875804010833651669235189875,8.8,6.47,1000,1.25,5166.88,117303.14,64868.68
116436325,GB / Hayd 22nd Nov,3m1f Hcap Chs,22-11-2014 15:35,5300500,Pinerolo,0,17.843688177383477,13.5868550094154205434600561561215292671,11.5582224898996112186360094904696255582,21,10.34,1000,15,1682.36,33315.58,2630.34
116436313,GB / Hayd 22nd Nov,2m Hcap Hrd,22-11-2014 12:10,6799861,Vasco Du Ronceray,1,3.276269116229023,3.2536731100336923336536105784532325231,3.41282016321948182936514281499556742827,3.64,3.05,3.45,1.01,8743.64,230015.38,140993.16
116436313,GB / Hayd 22nd Nov,2m Hcap Hrd,22-11-2014 12:10,3323935,Mohawk Ridge,0,12.5,13.0273976780780915047570090450168316362,15.4961288535153898580295308797735624733,17.5,11.5,1000,7,642.6,17363.84,4978.38
